Project ID,Project Name,Program Group,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units
67129,TSINY. 161-01 89TH AVENUE. MONICA HOUSE,Multifamily Finance Program,2019-06-28T00:00:00.000,,986549,161-09,89 AVENUE,Queens,11432,,,QN-12,24,44602,QN61,40.706451,-73.799804,,,,New Construction,No,Non Prevailing Wage,50,19,0,0,0,1,69,1,0,0,0,0,0,0,70,0,70,70
67287,WIN. 14-35 MOTT AVENUE. GREENPORT II - SOUTH,Multifamily Finance Program,2019-06-28T00:00:00.000,,986252,14-35,MOTT AVENUE,Queens,11691,,,QN-14,31,101001,QN15,40.601386,-73.748083,,,,New Construction,No,Non Prevailing Wage,63,0,0,0,0,0,0,18,40,5,0,0,0,0,63,0,63,63
67398,55 EAST MOSHOLU PKWY NORTH.HPO.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,73807,55,EAST MOSHOLU PARKWAY NORTH,Bronx,,,,BX-07,11,,,,,,,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,10,3,31,0,0,1,1,33,5,6,0,0,0,0,45,0,45,45
67576,LANGSAM 12 - 3510 DECATUR AVENUE.HPO.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,61030,3510,DECATUR AVENUE,Bronx,10467,2033560178,2018650,BX-07,11,431,BX43,40.879075,-73.872396,40.87924,-73.872071,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,9,39,0,0,1,12,30,7,0,0,0,0,0,49,0,49,49
67619,2316-2322 ANDREWS AVENUE NORTH HDFC.HPO.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,45499,2316,ANDREWS AVENUE NORTH,Bronx,10468,2032180024,2092428,BX-07,14,255,BX30,40.861794,-73.907027,40.86158,-73.906861,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,1,6,13,0,0,1,0,0,11,5,5,0,0,0,21,0,21,21
67619,2316-2322 ANDREWS AVENUE NORTH HDFC.HPO.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,806247,2322,ANDREWS AVENUE,Bronx,10468,2032180024,2092427,BX-07,14,255,BX30,40.861915,-73.906919,40.86158,-73.906861,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,6,15,0,0,0,0,1,10,5,5,0,0,0,21,0,21,21
67699,GLENDALE APARTMENTS.PILLARS.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,,458160,71-15,65 STREET,Queens,11385,4036760037,4089274,QN-05,30,577,QN19,40.702042,-73.890599,40.70194,-73.890267,,Preservation,No,Non Prevailing Wage,0,6,3,15,0,0,3,17,4,0,0,0,0,0,24,0,24,24
67699,GLENDALE APARTMENTS.PILLARS.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,,458161,71-21,65 STREET,Queens,11385,4036760034,4089273,QN-05,30,577,QN19,40.701989,-73.890577,40.70178,-73.890206,,Preservation,No,Non Prevailing Wage,0,5,10,9,0,0,1,19,4,0,0,0,0,0,24,0,24,24
67699,GLENDALE APARTMENTS.PILLARS.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,,458162,71-27,65 STREET,Queens,11385,4036760031,4089272,QN-05,30,577,QN19,40.70194,-73.890555,40.70163,-73.890141,,Preservation,No,Non Prevailing Wage,0,3,2,18,0,1,5,15,4,0,0,0,0,0,24,0,24,24
67705,RODNEY DRIGGS AND SOUTH THIRD STREET HDFC.YR15.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,234677,778,DRIGGS AVENUE,Brooklyn,11211,3024310025,3063278,BK-01,34,551,BK73,40.711683,-73.961224,40.71166,-73.961505,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,28,0,0,0,1,0,0,29,0,0,0,0,0,29,0,29,29
67705,RODNEY DRIGGS AND SOUTH THIRD STREET HDFC.YR15.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,372140,296,SOUTH 3 STREET,Brooklyn,11211,3024360004,3063330,BK-01,34,527,BK73,40.709877,-73.955324,40.70969,-73.955457,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,1,20,3,0,0,0,0,13,11,0,0,0,0,0,24,0,24,24
67705,RODNEY DRIGGS AND SOUTH THIRD STREET HDFC.YR15.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,372152,334,SOUTH 3 STREET,Brooklyn,11211,3024370009,3063349,BK-01,34,527,BK73,40.709331,-73.953831,40.70917,-73.954008,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,4,14,0,0,0,0,6,1,5,6,0,0,0,0,18,0,18,18
68076,MANHATTANVILLE (PHASE III),Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,967819,3595,BROADWAY,Manhattan,10031,1020947503,1083034,MN-09,7,233,MN04,40.828165,-73.949199,40.8283,-73.949528,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,0,0,3,0,12,1,0,0,16,0,0,0,0,0,1,15,16,43
68177,CAPITOL APARTMENTS HDFC.HUDMF,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,4540,834,8 AVENUE,Manhattan,10019,1010220061,1024813,MN-05,3,131,MN17,40.762505,-73.985936,40.76253,-73.985517,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,239,6,2,3,27,1,88,190,0,0,0,0,0,0,278,0,278,278
68189,PHELPS HOUSE LP.YR15.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,9796,581,COLUMBUS AVENUE,Manhattan,10024,1012020001,1079511,MN-07,6,173,MN12,40.787883,-73.971143,40.78793,-73.970605,2019-06-28T00:00:00.000,Preservation,Yes,Non Prevailing Wage,157,8,2,0,0,1,0,157,11,0,0,0,0,0,168,0,168,168
68663,410 TOMPKINS AVENUE,Multifamily Incentives Program,2019-06-28T00:00:00.000,,990823,410,TOMPKINS AVENUE,Brooklyn,11216,3018390035,,BK-03,36,267,BK75,40.68313,-73.94388,40.683,-73.944154,,New Construction,No,Non Prevailing Wage,0,0,0,0,11,0,4,7,0,0,0,0,0,0,11,0,11,35
68664,412 EVERGREEN AVENUE,Multifamily Incentives Program,2019-06-28T00:00:00.000,2019-09-19T00:00:00.000,972949,412,EVERGREEN AVENUE,Brooklyn,11221,3033040014,,BK-04,34,395,BK78,40.693268,-73.922231,40.69313,-73.922365,2019-09-19T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,0,7,0,0,4,3,0,0,0,0,0,7,0,7,21
68692,CONFIDENTIAL,Homeowner Assistance Program,2019-06-28T00:00:00.000,2020-07-24T00:00:00.000,,----,----,Queens,,,,QN-03,22,,,,,,,2020-07-24T00:00:00.000,Preservation,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3
68697,CONFIDENTIAL,Homeowner Assistance Program,2019-06-28T00:00:00.000,2020-01-04T00:00:00.000,,----,----,Brooklyn,,,,BK-17,42,,,,,,,2020-01-04T00:00:00.000,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68701,CONFIDENTIAL,Homeowner Assistance Program,2019-06-28T00:00:00.000,,,----,----,Queens,,,,QN-05,30,,,,,,,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68702,CONFIDENTIAL,Homeowner Assistance Program,2019-06-28T00:00:00.000,2019-10-26T00:00:00.000,,----,----,Bronx,,,,BX-11,13,,,,,,,2019-10-26T00:00:00.000,Preservation,No,Non Prevailing Wage,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68705,CONFIDENTIAL,Homeowner Assistance Program,2019-06-28T00:00:00.000,,,----,----,Queens,,,,QN-09,32,,,,,,,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68707,CONFIDENTIAL,Homeowner Assistance Program,2019-06-28T00:00:00.000,2019-11-30T00:00:00.000,,----,----,Queens,,,,QN-12,28,,,,,,,2019-11-30T00:00:00.000,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68713,CONFIDENTIAL,Homeowner Assistance Program,2019-06-28T00:00:00.000,2019-12-07T00:00:00.000,,----,----,Brooklyn,,,,BK-09,41,,,,,,,2019-12-07T00:00:00.000,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3
63151,SPOFFORD DETENTION CENTER PHASE 1,Multifamily Finance Program,2019-06-27T00:00:00.000,,988458,720,TIFFANY STREET,Bronx,10474,2027380037,,BX-02,17,93,BX27,40.814593,-73.891324,40.81466,-73.890876,,New Construction,No,Non Prevailing Wage,36,36,110,0,0,1,38,61,60,24,0,0,0,0,183,0,183,183
64027,SENDERO VERDE B,Multifamily Finance Program,2019-06-27T00:00:00.000,,988996,60,EAST 112 STREET,Manhattan,10029,1016170020,,MN-11,8,17402,MN33,40.796931,-73.945507,40.79677,-73.946059,,New Construction,No,Non Prevailing Wage,83,54,86,52,0,1,72,84,73,47,0,0,0,0,276,0,276,276
64027,SENDERO VERDE B,Multifamily Finance Program,2019-06-27T00:00:00.000,,990498,75,EAST 111 STREET,Manhattan,10029,1016170020,,MN-11,8,17402,MN33,40.79636,-73.946114,40.79677,-73.946059,,New Construction,No,Non Prevailing Wage,25,18,22,20,0,0,20,38,27,0,0,0,0,0,85,0,85,85
64406,1184 RIVER AVE,Multifamily Finance Program,2019-06-27T00:00:00.000,,989393,1164,RIVER AVENUE,Bronx,10452,,,BX-04,16,197,BX63,40.834696,-73.921889,,,,New Construction,No,Non Prevailing Wage,62,51,136,0,0,1,57,112,51,30,0,0,0,0,250,0,250,250
65392,TAINO TOWERS.HUDMF.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,1338,2385,2 AVENUE,Manhattan,10035,1017870070,1054628,MN-11,8,194,MN34,40.800872,-73.934866,40.80124,-73.935437,2019-06-27T00:00:00.000,Preservation,Yes,Non Prevailing Wage,174,23,10,1,0,0,42,28,138,0,0,0,0,0,208,0,208,208
65392,TAINO TOWERS.HUDMF.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,1339,2391,2 AVENUE,Manhattan,10035,1017870080,1054629,MN-11,8,194,MN34,40.801081,-73.934718,40.80153,-73.935371,2019-06-27T00:00:00.000,Preservation,Yes,Non Prevailing Wage,69,14,7,1,1,0,0,0,0,64,0,0,28,0,92,0,92,92
65392,TAINO TOWERS.HUDMF.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,2098,2243,3 AVENUE,Manhattan,10035,1017870001,1054626,MN-11,8,194,MN34,40.801859,-73.937148,40.80193,-73.936632,2019-06-27T00:00:00.000,Preservation,Yes,Non Prevailing Wage,157,30,15,4,1,1,42,74,46,46,0,0,0,0,208,0,208,208
65392,TAINO TOWERS.HUDMF.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,20396,219,EAST 122 STREET,Manhattan,10035,1017870060,1054627,MN-11,8,194,MN34,40.80151,-73.936596,40.80173,-73.936151,2019-06-27T00:00:00.000,Preservation,Yes,Non Prevailing Wage,120,24,3,1,0,0,28,28,0,92,0,0,0,0,148,0,148,148
66644,EBENEZER PLAZA PHASE 1B,Multifamily Finance Program,2019-06-27T00:00:00.000,,985451,96,NEW LOTS AVENUE,Brooklyn,11212,3038620001,,BK-16,42,920,BK81,40.657993,-73.901703,40.65764,-73.901325,,New Construction,No,Non Prevailing Wage,30,24,64,0,0,0,12,57,21,28,0,0,0,0,118,0,118,118
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,184823,19,ARLINGTON PLACE,Brooklyn,11216,3018430001,3052991,BK-03,36,245,BK75,40.681009,-73.951183,40.68104,-73.950945,,Preservation,No,Non Prevailing Wage,0,3,2,0,0,0,2,0,3,0,0,0,0,0,5,0,5,5
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,185649,1369,ATLANTIC AVENUE,Brooklyn,11216,3018680063,3053999,BK-03,36,247,BK61,40.678212,-73.944965,40.67856,-73.944879,,Preservation,No,Non Prevailing Wage,0,9,6,0,0,1,2,6,8,0,0,0,0,0,16,0,16,16
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,185651,1371,ATLANTIC AVENUE,Brooklyn,11216,3018680061,3053998,BK-03,36,247,BK61,40.678209,-73.944908,40.67856,-73.944771,,Preservation,No,Non Prevailing Wage,1,10,5,0,0,0,2,6,8,0,0,0,0,0,16,0,16,16
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,205471,1055,BEDFORD AVENUE,Brooklyn,11216,3017970007,3050324,BK-03,36,243,BK75,40.687754,-73.954773,40.68775,-73.954462,,Preservation,No,Non Prevailing Wage,1,5,3,0,0,0,0,3,6,0,0,0,0,0,9,0,9,9
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,205561,1204,BEDFORD AVENUE,Brooklyn,11216,3019960036,3057348,BK-03,36,227,BK69,40.682959,-73.953842,40.68293,-73.954134,,Preservation,No,Non Prevailing Wage,0,4,2,0,0,0,1,3,2,0,0,0,0,0,6,0,6,6
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,211821,31,BREVOORT PLACE,Brooklyn,11216,3020170052,3057773,BK-03,36,227,BK69,40.68011,-73.954136,40.68034,-73.954258,,Preservation,No,Non Prevailing Wage,2,2,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,213537,544,BRISTOL STREET,Brooklyn,11212,3036230036,3082753,BK-16,42,916,BK81,40.657414,-73.909543,40.6575,-73.90981,,Preservation,No,Non Prevailing Wage,0,2,4,0,0,0,1,5,0,0,0,0,0,0,6,0,6,6
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,219550,518,CHESTER STREET,Brooklyn,11212,3036130042,3082597,BK-16,42,916,BK81,40.658734,-73.908921,40.65871,-73.909202,,Preservation,No,Non Prevailing Wage,0,2,2,0,0,0,1,3,0,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,219614,618,CHESTER STREET,Brooklyn,11212,3036240058,3082812,BK-16,42,916,BK81,40.656455,-73.908337,40.65628,-73.908571,,Preservation,No,Non Prevailing Wage,0,3,1,0,0,0,1,1,2,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,222695,41,CLIFTON PLACE,Brooklyn,11238,3019480067,3055610,BK-02,35,231,BK69,40.687878,-73.962273,40.68807,-73.962557,,Preservation,No,Non Prevailing Wage,1,5,0,0,0,0,0,0,3,3,0,0,0,0,6,0,6,6
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,222894,501,CLINTON AVENUE,Brooklyn,11238,3020110028,3321985,BK-02,35,199,BK69,40.683142,-73.966811,40.68326,-73.96658,,Preservation,No,Non Prevailing Wage,2,4,0,0,0,1,1,2,3,1,0,0,0,0,7,0,7,7
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,232324,68,DECATUR STREET,Brooklyn,11216,3018570065,3053658,BK-03,36,269,BK75,40.68056,-73.941063,40.68038,-73.94076,,Preservation,No,Non Prevailing Wage,2,1,1,0,0,0,0,1,3,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,232346,7,DECATUR STREET,Brooklyn,11216,3018550078,3053555,BK-03,36,269,BK75,40.68039,-73.942721,40.68059,-73.942948,,Preservation,No,Non Prevailing Wage,1,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,297291,1160,FULTON STREET,Brooklyn,11216,3020170027,3057755,BK-03,36,227,BK69,40.680906,-73.954658,40.68065,-73.954626,,Preservation,No,Non Prevailing Wage,1,3,0,0,0,0,0,0,1,3,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,297646,1925,FULTON STREET,Brooklyn,11233,3015300001,3041573,BK-03,41,379,BK35,40.67876,-73.919439,40.67903,-73.91949,,Preservation,No,Non Prevailing Wage,0,19,16,0,0,1,8,14,9,5,0,0,0,0,36,0,36,36
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,299448,486,GATES AVENUE,Brooklyn,11216,3018140010,3051165,BK-03,36,265,BK75,40.686664,-73.946632,40.68645,-73.946534,,Preservation,No,Non Prevailing Wage,1,3,4,0,0,0,0,5,3,0,0,0,0,0,8,0,8,8
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,299516,593,GATES AVENUE,Brooklyn,11221,3018100061,3051020,BK-03,36,265,BK75,40.687085,-73.943126,40.68731,-73.943105,,Preservation,No,Non Prevailing Wage,5,4,5,1,0,0,0,8,7,0,0,0,0,0,15,0,15,15
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,304053,250,GREENE AVENUE,Brooklyn,11238,3019660022,3056259,BK-02,35,231,BK69,40.687252,-73.961061,40.68702,-73.961076,,Preservation,No,Non Prevailing Wage,0,9,0,0,0,0,0,3,3,3,0,0,0,0,9,0,9,9
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,304300,585,GREENE AVENUE,Brooklyn,11216,3017990030,3050437,BK-03,36,263,BK75,40.688947,-73.94633,40.68876,-73.946031,,Preservation,No,Non Prevailing Wage,2,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,3,3
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,304315,609,GREENE AVENUE,Brooklyn,11221,3017950080,3050267,BK-03,36,263,BK75,40.689196,-73.944325,40.68935,-73.94457,,Preservation,No,Non Prevailing Wage,1,4,1,0,0,0,0,4,2,0,0,0,0,0,6,0,6,6
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,304358,651,GREENE AVENUE,Brooklyn,11221,3017950055,3050252,BK-03,36,263,BK75,40.689347,-73.94302,40.68958,-73.942854,,Preservation,No,Non Prevailing Wage,0,3,1,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,304362,655A,GREENE AVENUE,Brooklyn,11221,3017950052,3050249,BK-03,36,263,BK75,40.68936,-73.942897,40.68961,-73.942659,,Preservation,No,Non Prevailing Wage,1,1,1,0,0,0,0,2,0,1,0,0,0,0,3,0,3,3
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,304382,676,GREENE AVENUE,Brooklyn,11221,3018010014,3050510,BK-03,36,279,BK35,40.689508,-73.941466,40.68926,-73.941596,,Preservation,No,Non Prevailing Wage,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,304407,697,GREENE AVENUE,Brooklyn,11221,3017960062,3050309,BK-03,36,279,BK35,40.689609,-73.940741,40.68985,-73.940582,,Preservation,No,Non Prevailing Wage,0,2,1,0,0,0,0,2,0,1,0,0,0,0,3,0,3,3
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,305434,103,HALSEY STREET,Brooklyn,11216,3018380086,3052725,BK-03,36,249,BK75,40.681897,-73.949123,40.68208,-73.949476,,Preservation,No,Non Prevailing Wage,1,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,305679,157,HALSEY STREET,Brooklyn,11216,3018380055,3052697,BK-03,36,249,BK75,40.682092,-73.94745,40.68231,-73.947428,,Preservation,No,Non Prevailing Wage,0,4,7,0,0,0,0,7,4,0,0,0,0,0,11,0,11,11
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,305684,161,HALSEY STREET,Brooklyn,11216,3018380051,3052695,BK-03,36,249,BK75,40.682105,-73.947324,40.68234,-73.947187,,Preservation,No,Non Prevailing Wage,2,1,4,1,0,0,0,0,0,8,0,0,0,0,8,0,8,8
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,305733,221,HALSEY STREET,Brooklyn,11216,3018390048,3052766,BK-03,36,267,BK75,40.682428,-73.944501,40.68266,-73.944443,,Preservation,No,Non Prevailing Wage,0,2,1,0,0,0,0,2,0,1,0,0,0,0,3,0,3,3
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,305955,46,HALSEY STREET,Brooklyn,11216,3018420029,3052960,BK-03,36,245,BK75,40.681555,-73.951936,40.68134,-73.951842,,Preservation,No,Non Prevailing Wage,0,2,2,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,311117,105,HERKIMER STREET,Brooklyn,11216,3018600059,3323680,BK-03,36,247,BK61,40.67968,-73.950264,40.67988,-73.950012,,Preservation,No,Non Prevailing Wage,0,7,7,0,0,1,0,0,1,14,0,0,0,0,15,0,15,15
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,311881,441,HERZL STREET,Brooklyn,11212,3035980007,3082263,BK-16,42,896,BK81,40.659127,-73.912893,40.65908,-73.912604,,Preservation,No,Non Prevailing Wage,1,1,2,0,0,0,1,3,0,0,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,313888,769,THOMAS S BOYLAND STREET,Brooklyn,11212,3035870024,3082139,BK-16,42,916,BK81,40.661607,-73.911581,40.66171,-73.911303,,Preservation,No,Non Prevailing Wage,0,5,1,0,0,0,1,5,0,0,0,0,0,0,6,0,6,6
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,313945,865,THOMAS S BOYLAND STREET,Brooklyn,11212,3036000009,3082335,BK-16,42,916,BK81,40.659334,-73.911,40.65931,-73.910798,,Preservation,No,Non Prevailing Wage,3,2,1,0,0,0,0,0,0,6,0,0,0,0,6,0,6,6
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,316728,116,JEFFERSON AVENUE,Brooklyn,11216,3018320013,3052200,BK-03,36,245,BK75,40.68298,-73.952605,40.68273,-73.952746,,Preservation,No,Non Prevailing Wage,1,3,1,0,0,1,0,2,2,0,2,0,0,0,6,0,6,6
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,316843,133,JEFFERSON AVENUE,Brooklyn,11216,3018270084,3051888,BK-03,36,245,BK75,40.683057,-73.952064,40.68327,-73.952144,,Preservation,No,Non Prevailing Wage,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,316920,143,JEFFERSON AVENUE,Brooklyn,11216,3018270079,3051885,BK-03,36,245,BK75,40.68309,-73.951794,40.68332,-73.951707,,Preservation,No,Non Prevailing Wage,1,3,0,0,0,0,0,0,1,3,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,316922,145,JEFFERSON AVENUE,Brooklyn,11216,3018270078,3051884,BK-03,36,245,BK75,40.683095,-73.95174,40.68333,-73.951617,,Preservation,No,Non Prevailing Wage,0,4,0,0,0,0,0,0,1,3,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,316984,161,JEFFERSON AVENUE,Brooklyn,11216,3018270072,3051880,BK-03,36,245,BK75,40.683147,-73.951304,40.68339,-73.951083,,Preservation,No,Non Prevailing Wage,1,1,1,1,0,0,0,0,1,3,0,0,0,0,4,0,4,4
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,317155,346,JEFFERSON AVENUE,Brooklyn,11221,3018350007,3052414,BK-03,36,267,BK75,40.684014,-73.943612,40.68376,-73.943804,,Preservation,No,Non Prevailing Wage,0,6,3,0,0,0,0,0,3,6,0,0,0,0,9,0,9,9
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,317236,431,JEFFERSON AVENUE,Brooklyn,11221,3018310077,3052188,BK-03,36,275,BK35,40.684396,-73.940439,40.68458,-73.940763,,Preservation,No,Non Prevailing Wage,0,5,1,0,0,0,0,3,3,0,0,0,0,0,6,0,6,6
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,319272,942,KENT AVENUE,Brooklyn,11205,3019250038,3055151,BK-03,33,235,BK69,40.692002,-73.958877,40.69208,-73.959158,,Preservation,No,Non Prevailing Wage,0,1,7,0,0,0,0,0,8,0,0,0,0,0,8,0,8,8
66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,323979,397,LEGION STREET,Brooklyn,11212,3035950013,3082181,BK-16,42,894,BK81,40.659,-73.915819,40.65892,-73.915499,,Preservation,No,Non Prevailing Wage,1,2,1,0,0,0,1,3,0,0,0,0,0,0,4,0,4,4
